"","siteid","estuaryname","stationno","samplecollectiondate","transectreplicate","plotreplicate","covertype","scientificname","commonname","status","estimatedcover","percentcovercode","daubenmiremidpoint","tallestplantheight_cm","percentcovernotes","habitat","live_dead","identificationnotes","unknownreplicate","projectid","method","objectid","region","estuaryclass","mpastatus","estuarytype"
"9021","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,3,"thatch","Not recorded","Not recorded","Not recorded",47,4,37.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_3L","Upland","Not recorded","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9022","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,1,"vegetation","Amblyopappus pusillus","dwarf coastweed","native",10,3,15,7,"SWMP_TRNERR_McCoy_North_SWMP_13R","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9023","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,1,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",2,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_13R","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9024","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,1,"vegetation","Glebionis coronaria","crown daisy","invasive",5,2,3,33,"SWMP_TRNERR_McCoy_North_SWMP_13R","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9025","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,1,"vegetation","Lycium californicum","California boxthorn","native",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_13R","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9026","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,1,"thatch","Not recorded","Not recorded","Not recorded",5,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_13R","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9027","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,2,"vegetation","Amblyopappus pusillus","dwarf coastweed","native",5,2,3,8,"SWMP_TRNERR_McCoy_North_SWMP_25L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9028","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,2,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",25,3,15,11,"SWMP_TRNERR_McCoy_North_SWMP_25L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9029","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,2,"vegetation","Distichlis littoralis","shore grass","native",10,3,15,-88,"SWMP_TRNERR_McCoy_North_SWMP_25L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9030","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,2,"vegetation","Salicornia pacifica","Pickleweed","native",2,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_25L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9031","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,2,"vegetation","Sonchus asper","prickly sow-thistle","non-native",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_25L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9032","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,2,"vegetation","Parapholis incurva","sickle Grass","non-native",30,4,37.5,10,"SWMP_TRNERR_McCoy_North_SWMP_25L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9033","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,2,"vegetation","unknown plant","unknown plant","Not recorded",5,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_25L","High marsh","Live","",1,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9034","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,2,"thatch","Not recorded","Not recorded","Not recorded",5,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_25L","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9035","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,4,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",5,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9036","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,4,"vegetation","Distichlis littoralis","shore grass","native",85,6,85,12,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9037","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,4,"vegetation","Frankenia salina","alkali heath","native",5,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9038","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,4,"vegetation","Salicornia pacifica","Pickleweed","native",5,2,3,26,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9039","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,4,"vegetation","Cuscuta salina","salt dodder","native",5,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9040","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,4,"vegetation","Limonium californicum","Western marsh-rosemary","native",7,3,15,-88,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9041","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,4,"vegetation","Jaumea carnosa","fleshy jaumea","native",15,3,15,15,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9042","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,4,"thatch","Not recorded","Not recorded","Not recorded",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9043","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,5,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_74L","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9044","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,5,"vegetation","Distichlis littoralis","shore grass","native",90,6,85,14,"SWMP_TRNERR_McCoy_North_SWMP_74L","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9045","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,5,"vegetation","Frankenia salina","alkali heath","native",5,2,3,15,"SWMP_TRNERR_McCoy_North_SWMP_74L","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9046","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,5,"vegetation","Salicornia pacifica","Pickleweed","native",10,3,15,23,"SWMP_TRNERR_McCoy_North_SWMP_74L","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9047","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,5,"vegetation","Limonium californicum","Western marsh-rosemary","native",5,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_74L","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9048","SC-TJEN","Tijuana River Estuary North",1,"2023-04-05",2,5,"thatch","Not recorded","Not recorded","Not recorded",2,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_74L","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9049","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,3,"vegetation","Glebionis coronaria","crown daisy","invasive",25,3,15,105,"SWMP_TRNERR_McCoy_North_SWMP_3L","Upland","Dead","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9050","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,3,"vegetation","Glebionis coronaria","crown daisy","invasive",25,3,15,9,"SWMP_TRNERR_McCoy_North_SWMP_3L","Upland","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9051","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,3,"vegetation","Frankenia salina","alkali heath","native",35,4,37.5,26,"SWMP_TRNERR_McCoy_North_SWMP_3L","Upland","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9052","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,3,"thatch","Not recorded","Not recorded","Not recorded",25,3,15,-88,"SWMP_TRNERR_McCoy_North_SWMP_3L","Upland","Not recorded","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9053","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,1,"vegetation","Lycium californicum","California boxthorn","native",1,1,0.5,12,"SWMP_TRNERR_McCoy_North_SWMP_13R","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9054","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,1,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",1,1,0.5,10,"SWMP_TRNERR_McCoy_North_SWMP_13R","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9055","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,1,"vegetation","Amblyopappus pusillus","dwarf coastweed","native",2,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_13R","High marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9056","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,1,"vegetation","Glebionis coronaria","crown daisy","invasive",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_13R","High marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9057","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,1,"vegetation","Glebionis coronaria","crown daisy","invasive",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_13R","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9058","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,1,"thatch","Not recorded","Not recorded","Not recorded",2,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_13R","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9059","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,2,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",70,5,62.5,18,"SWMP_TRNERR_McCoy_North_SWMP_25L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9060","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,2,"vegetation","Distichlis littoralis","shore grass","native",40,4,37.5,10,"SWMP_TRNERR_McCoy_North_SWMP_25L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9061","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,2,"vegetation","Amblyopappus pusillus","dwarf coastweed","native",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_25L","High marsh","Dead","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9062","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,2,"vegetation","Frankenia salina","alkali heath","native",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_25L","High marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9063","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,2,"thatch","Not recorded","Not recorded","Not recorded",5,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_25L","High marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9064","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,4,"vegetation","Distichlis littoralis","shore grass","native",99,7,97.5,14,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9065","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,4,"vegetation","Salicornia pacifica","Pickleweed","native",25,3,15,34,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9066","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,4,"vegetation","Arthrocnemum subterminale","Parish's glasswort","native",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9067","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,4,"vegetation","Limonium californicum","Western marsh-rosemary","native",12,3,15,13,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9068","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,4,"vegetation","Atriplex watsonii","Watson's saltbrush","native",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9069","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,4,"vegetation","Jaumea carnosa","fleshy jaumea","native",20,3,15,13,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9070","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,4,"vegetation","Frankenia salina","alkali heath","native",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9071","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,4,"vegetation","Cuscuta salina","salt dodder","native",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9072","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,4,"vegetation","Triglochin concinna","arrow grass","native",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9073","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,4,"thatch","Not recorded","Not recorded","Not recorded",1,1,0.5,-88,"SWMP_TRNERR_McCoy_North_SWMP_46R","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9074","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,5,"vegetation","Distichlis littoralis","shore grass","native",90,6,85,14,"SWMP_TRNERR_McCoy_North_SWMP_74L","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9075","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,5,"vegetation","Salicornia pacifica","Pickleweed","native",60,5,62.5,30,"SWMP_TRNERR_McCoy_North_SWMP_74L","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9076","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,5,"vegetation","Limonium californicum","Western marsh-rosemary","native",4,2,3,-88,"SWMP_TRNERR_McCoy_North_SWMP_74L","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9077","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,5,"vegetation","Frankenia salina","alkali heath","native",10,3,15,18,"SWMP_TRNERR_McCoy_North_SWMP_74L","Mid marsh","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9078","SC-TJEN","Tijuana River Estuary North",1,"2023-09-27",2,5,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_McCoy_North_SWMP_74L","Mid marsh","Not recorded","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9079","SC-TJEN","Tijuana River Estuary North",1,"2023-03-20",3,1,"vegetation","Glebionis coronaria","crown daisy","invasive",25,3,15,100,"SWMP_TRNERR_McCoy_S_Middle_SWMP_0R","Upland","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9080","SC-TJEN","Tijuana River Estuary North",1,"2023-03-20",3,5,"vegetation","Bromus madritensis","foxtail chess","non-native",80,6,85,53,"SWMP_TRNERR_McCoy_S_Middle_SWMP_2L","Upland","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9081","SC-TJEN","Tijuana River Estuary North",1,"2023-03-20",3,1,"vegetation","Oxalis pes-caprae","Bermuda buttercup","invasive",10,3,15,-88,"SWMP_TRNERR_McCoy_S_Middle_SWMP_0R","Upland","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9082","SC-TJEN","Tijuana River Estuary North",1,"2023-03-20",3,6,"vegetation","Bromus madritensis","foxtail chess","non-native",50,4,37.5,58,"SWMP_TRNERR_McCoy_S_Middle_SWMP_4R","Upland","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9083","SC-TJEN","Tijuana River Estuary North",1,"2023-03-20",3,1,"vegetation","Pterostegia drymarioides","fairy mist","native",4,2,3,-88,"SWMP_TRNERR_McCoy_S_Middle_SWMP_0R","Upland","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9084","SC-TJEN","Tijuana River Estuary North",1,"2023-03-20",3,1,"thatch","Not recorded","Not recorded","Not recorded",5,2,3,-88,"SWMP_TRNERR_McCoy_S_Middle_SWMP_0R","Upland","Not recorded","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9085","SC-TJEN","Tijuana River Estuary North",1,"2023-03-20",3,5,"vegetation","Glebionis coronaria","crown daisy","invasive",20,3,15,100,"SWMP_TRNERR_McCoy_S_Middle_SWMP_2L","Upland","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9086","SC-TJEN","Tijuana River Estuary North",1,"2023-03-20",3,5,"vegetation","Oxalis pes-caprae","Bermuda buttercup","invasive",2,2,3,-88,"SWMP_TRNERR_McCoy_S_Middle_SWMP_2L","Upland","Live","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
"9087","SC-TJEN","Tijuana River Estuary North",1,"2023-03-20",3,5,"thatch","Not recorded","Not recorded","Not recorded",0,0,0,-88,"SWMP_TRNERR_McCoy_S_Middle_SWMP_2L","Upland","Not recorded","",-88,"Bight-Estuary-23","across_elevation",32,"South","Riverine","MPA","Temporarily Closed"
