"","siteid","estuaryname","stationno","samplecollectiondate","tide","transectreplicate","habitat","datacollector","dataentryperson","samplemetadatanotes","projectid","elevation_time","elevation_ellipsoid","elevation_units","elevation_corr","datum_latlong","elevation_timezone","elevation_orthometric","elevation_datum","method","plotreplicate","vegetated_cover","non_vegetated_cover","latitude","longitude","objectid","region","estuaryclass","mpastatus","estuarytype"
"1908","SC-NEW","Newport Bay",2,"2021-03-19","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,70,30,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1909","SC-NEW","Newport Bay",2,"2021-03-19","ebb",1,"Low marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,60,40,33.632185,-117.885473,8,"South","Embayment","MPA","Perennially Open"
"1910","SC-NEW","Newport Bay",2,"2021-03-19","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,100,0,33.632025,-117.885405,8,"South","Embayment","MPA","Perennially Open"
"1911","SC-NEW","Newport Bay",2,"2021-03-19","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,100,0,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1912","SC-NEW","Newport Bay",2,"2021-03-19","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,100,0,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1913","SC-NEW","Newport Bay",2,"2021-03-19","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,40,60,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1914","SC-NEW","Newport Bay",2,"2021-03-19","ebb",2,"Mid marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,90,10,33.632154,-117.885395,8,"South","Embayment","MPA","Perennially Open"
"1915","SC-NEW","Newport Bay",2,"2021-03-19","ebb",3,"Brackish marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,50,50,33.632215,-117.885005,8,"South","Embayment","MPA","Perennially Open"
"1916","SC-NEW","Newport Bay",2,"2021-03-19","ebb",3,"Brackish marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,90,10,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1917","SC-NEW","Newport Bay",2,"2021-03-19","ebb",3,"Brackish marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,60,40,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1918","SC-NEW","Newport Bay",2,"2021-03-19","ebb",3,"Brackish marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,90,10,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1919","SC-NEW","Newport Bay",2,"2021-03-19","ebb",3,"Brackish marsh","Christine, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,75,25,33.632347,-117.884962,8,"South","Embayment","MPA","Perennially Open"
"1920","SC-NEW","Newport Bay",1,"2021-09-24","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,90,10,33.622433,-117.892153,8,"South","Embayment","MPA","Perennially Open"
"1921","SC-NEW","Newport Bay",1,"2021-09-24","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,95,5,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1922","SC-NEW","Newport Bay",1,"2021-09-24","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,95,5,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1923","SC-NEW","Newport Bay",1,"2021-09-24","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,95,5,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1924","SC-NEW","Newport Bay",1,"2021-09-24","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,100,0,33.62235,-117.892158,8,"South","Embayment","MPA","Perennially Open"
"1925","SC-NEW","Newport Bay",1,"2021-09-24","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,90,10,33.62243,-117.8921,8,"South","Embayment","MPA","Perennially Open"
"1926","SC-NEW","Newport Bay",1,"2021-09-24","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,90,10,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1927","NC-BOL","Bolinas Lagoon",2,"2023-10-13","low",3,"Mid marsh","Rachael Karm, Vini Souza","Rachael Karm, Vini Souza","","EMPA","00:00:00",NA,"","Not recorded","WGS84","",NA,"","across_elevation",19,50,50,37.922688,-122.691106,3,"North","Embayment","NON-MPA","Perennially Open"
"1928","SC-NEW","Newport Bay",1,"2021-09-24","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,95,5,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1929","SC-NEW","Newport Bay",1,"2021-09-24","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,70,30,33.622223,-117.892132,8,"South","Embayment","MPA","Perennially Open"
"1930","SC-NEW","Newport Bay",2,"2021-09-24","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,60,40,33.632122,-117.885472,8,"South","Embayment","MPA","Perennially Open"
"1931","SC-NEW","Newport Bay",1,"2021-09-24","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,70,30,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1932","SC-NEW","Newport Bay",2,"2021-09-24","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,80,20,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1933","SC-NEW","Newport Bay",2,"2021-09-24","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,90,10,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1934","SC-NEW","Newport Bay",2,"2021-09-24","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,40,60,33.631983,-117.885464,8,"South","Embayment","MPA","Perennially Open"
"1935","SC-NEW","Newport Bay",2,"2021-09-24","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,85,15,33.632108,-117.885385,8,"South","Embayment","MPA","Perennially Open"
"1936","SC-NEW","Newport Bay",2,"2021-09-24","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,95,5,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1937","SC-NEW","Newport Bay",2,"2021-09-24","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,75,25,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1938","SC-NEW","Newport Bay",2,"2021-09-24","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,100,0,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1939","SC-NEW","Newport Bay",2,"2021-09-24","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,50,50,33.631983,-117.885369,8,"South","Embayment","MPA","Perennially Open"
"1940","SC-NEW","Newport Bay",2,"2021-09-24","high",3,"Brackish marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,70,30,33.632258,-117.884991,8,"South","Embayment","MPA","Perennially Open"
"1941","SC-NEW","Newport Bay",2,"2021-09-24","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,85,15,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1942","SC-NEW","Newport Bay",2,"2021-09-24","high",3,"Brackish marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,40,60,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1943","SC-NEW","Newport Bay",2,"2021-09-24","high",3,"Brackish marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,40,60,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1944","SC-NEW","Newport Bay",2,"2021-09-24","high",3,"Brackish marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,70,30,33.631986,-117.885039,8,"South","Embayment","MPA","Perennially Open"
"1945","SC-NEW","Newport Bay",3,"2021-09-25","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,10,90,33.645912,-117.882903,8,"South","Embayment","MPA","Perennially Open"
"1946","SC-NEW","Newport Bay",2,"2021-09-24","high",3,"Brackish marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,90,10,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1947","SC-NEW","Newport Bay",3,"2021-09-25","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,5,95,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1948","SC-NEW","Newport Bay",3,"2021-09-25","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,40,60,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1949","SC-NEW","Newport Bay",3,"2021-09-25","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,80,20,33.646014,-117.88315,8,"South","Embayment","MPA","Perennially Open"
"1950","SC-NEW","Newport Bay",3,"2021-09-25","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,95,5,33.645936,-117.882896,8,"South","Embayment","MPA","Perennially Open"
"1951","SC-NEW","Newport Bay",3,"2021-09-25","high",1,"Low marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,0,100,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1952","SC-NEW","Newport Bay",3,"2021-09-25","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,100,0,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1953","SC-NEW","Newport Bay",3,"2021-09-25","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,85,15,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1954","SC-NEW","Newport Bay",3,"2021-09-25","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,98,2,33.646097,-117.883244,8,"South","Embayment","MPA","Perennially Open"
"1955","SC-NEW","Newport Bay",3,"2021-09-25","high",3,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,95,5,33.645972,-117.882882,8,"South","Embayment","MPA","Perennially Open"
"1956","SC-NEW","Newport Bay",3,"2021-09-25","high",2,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,60,40,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1957","SC-NEW","Newport Bay",3,"2021-09-25","high",3,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,70,30,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1958","SC-NEW","Newport Bay",3,"2021-09-25","high",3,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,98,2,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1959","SC-NEW","Newport Bay",3,"2021-09-25","high",3,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,95,5,33.645881,-117.882494,8,"South","Embayment","MPA","Perennially Open"
"1960","SC-VEN","Ventura River",1,"2021-03-29","ebb",1,"Low marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,15,85,34.275919,-119.309507,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1961","SC-NEW","Newport Bay",3,"2021-09-25","high",3,"Mid marsh","Not recorded","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,95,5,-88,-88,8,"South","Embayment","MPA","Perennially Open"
"1962","SC-VEN","Ventura River",1,"2021-03-29","ebb",1,"Low marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,20,80,-88,-88,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1963","SC-VEN","Ventura River",1,"2021-03-29","ebb",1,"Low marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,20,80,-88,-88,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1964","SC-VEN","Ventura River",1,"2021-03-29","ebb",1,"Low marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,5,95,34.276051,-119.309496,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1965","SC-VEN","Ventura River",1,"2021-03-29","ebb",2,"Mid marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,0,100,34.275961,-119.30964,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1966","SC-VEN","Ventura River",1,"2021-03-29","ebb",1,"Low marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,20,80,-88,-88,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1967","SC-VEN","Ventura River",1,"2021-03-29","ebb",2,"Mid marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,40,60,-88,-88,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1968","SC-VEN","Ventura River",1,"2021-03-29","ebb",2,"Mid marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,5,95,-88,-88,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1969","SC-VEN","Ventura River",1,"2021-03-29","ebb",2,"Mid marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,20,80,34.276096,-119.309618,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1970","SC-VEN","Ventura River",1,"2021-03-29","ebb",3,"High marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,5,95,34.276104,-119.309743,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1971","SC-VEN","Ventura River",1,"2021-03-29","ebb",2,"Mid marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,95,5,-88,-88,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1972","SC-VEN","Ventura River",1,"2021-03-29","ebb",3,"High marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,70,30,-88,-88,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1973","SC-VEN","Ventura River",1,"2021-03-29","ebb",3,"High marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,80,20,-88,-88,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1974","SC-VEN","Ventura River",1,"2021-03-29","ebb",3,"High marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,5,95,34.276199,-119.309635,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1975","SC-VEN","Ventura River",3,"2021-03-29","ebb",1,"Low marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,0,100,34.275346,-119.308001,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1976","SC-VEN","Ventura River",1,"2021-03-29","ebb",3,"High marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,90,10,-88,-88,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1977","SC-VEN","Ventura River",3,"2021-03-29","ebb",1,"Low marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,0,100,-88,-88,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1978","SC-VEN","Ventura River",3,"2021-03-29","ebb",1,"Low marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,0,100,-88,-88,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1979","SC-VEN","Ventura River",3,"2021-03-29","ebb",1,"Low marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",5,0,100,34.275468,-119.308067,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1980","SC-VEN","Ventura River",3,"2021-03-29","ebb",2,"Mid marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","WGS84","",NA,"","within_elevation",1,50,50,34.275477,-119.308164,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1981","SC-VEN","Ventura River",3,"2021-03-29","ebb",1,"Low marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",4,0,100,-88,-88,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1982","SC-VEN","Ventura River",3,"2021-03-29","ebb",2,"Mid marsh","Kyra, Sebastian","Jan Walker","Not recorded","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,70,30,-88,-88,10,"South","Lagoonal","NON-MPA","Temporarily Closed"
"1983","NC-BOL","Bolinas Lagoon",2,"2023-10-13","low",3,"Mid marsh","Rachael Karm, Vini Souza","Rachael Karm, Vini Souza","","EMPA","00:00:00",NA,"","Not recorded","WGS84","",NA,"","across_elevation",20,25,75,37.922669,-122.691127,3,"North","Embayment","NON-MPA","Perennially Open"
